ra,dec,phot_g_mean_mag
35.18252182310968,70.47705725534279,10.517233
34.46759012529689,70.38846579432979,11.44882
34.10666763192082,70.49275420512488,8.71016
34.29783505377277,70.50804562844098,11.029985
34.330315806895705,70.64715129177266,11.942501
34.2926760045483,70.68968286703942,11.927716
34.75175029410134,70.64250290129749,10.590501
32.04102353991738,69.43489646615417,11.77158
32.209685439821115,69.55152771159773,10.271644
32.08323735990398,69.7147887681957,9.8714285
31.91413214599567,69.74848024220937,11.897966
32.48049534649008,69.63960293371876,9.824803
31.994374105788893,69.76756863189865,10.203051
32.265966265654725,69.83947577801095,11.77704
32.18222312123566,69.88651707298546,10.395163
32.125805433951754,69.8852775935535,10.200046
31.5304745375563,69.67857027542141,10.74866
31.80332970319327,69.74396273902256,11.514383
31.548999105312117,69.78767459271731,11.751242
32.04433154453709,69.88123171520448,7.803414
31.77562878759181,69.94363422750153,8.815406
32.152709782672815,69.9850101356101,11.821069
32.121390695037476,70.00702823744848,10.756519
31.866786219519113,69.95285974854978,11.534483
31.852038257679784,69.96610675791592,11.9751625
31.668656354821955,69.9604547422266,11.404037
31.445632850543465,70.0130781611778,11.2638035
32.644306492803814,69.90704996268542,11.559931
32.48398322989803,70.00815296212592,11.249405
32.6231109981899,69.9924605430148,11.275352
33.03410285729507,70.1458589621159,11.775035
32.66395014364533,70.22080297781997,11.541519
32.202938078148804,70.03629024030157,11.459315
31.786476757839992,70.14711045354943,11.040469
32.0809315350519,70.24230831643737,10.249582
31.934571918767322,70.29440322158824,11.909733
31.914276493467206,70.29537548042592,8.453283
32.38797199154239,70.21782897360059,10.937649
32.36938620510074,70.23777451609084,11.042787
32.53236521834547,70.34854364820222,11.850839
32.198918562085254,70.33795279312783,10.830489
32.31842868076611,70.34523834239253,11.913067
32.20383363767399,70.34792834009669,11.013091
32.298341718563805,70.37760651241044,10.492299
32.33283282509712,70.44443029835851,11.947213
31.768759539275592,70.25224162671513,11.857342
31.759080610811733,70.30180575626984,10.815548
31.418401106318807,70.30537535607412,11.570688
32.00994797762633,70.42635452834857,11.886053
31.87863075731278,70.4807008704117,11.969921
31.827413556542513,70.52117964929406,11.3061695
32.23209579148026,70.52674884804605,9.389608
31.574805683740635,70.48400410269726,8.779448
31.673050312285987,70.54147890783237,10.8984785
31.728802385494863,70.5908584446581,8.945439
31.881725977517064,70.62048224210857,11.407655
31.654409372261497,70.69385684863215,11.456168
33.28861122991627,70.23774897444795,11.606967
33.16814945579745,70.26144528212735,10.646397
33.41390878842415,70.4049482277928,10.72348
32.96371532493061,70.29756961343516,11.048855
