ra_deg,dec_deg,mag
14.177450998208093,60.71672280471204,2.0645833
21.45661245731054,60.235067611380984,2.6805298
354.83578083298244,77.63312481414683,2.9429574
42.67433778950114,55.89543428763181,3.1448548
57.380326534704494,65.52591009149197,3.267435
28.599188504594277,63.670018347664225,3.3546658
30.8581399846376,72.42139432955031,3.9484353
55.5386799878536,63.21688594960669,3.9577527
52.26719596759808,59.940328920151536,4.071776
8.249996717303175,62.9317732684215,4.118094
51.168947658481336,64.58599364600056,4.171272
73.51254990847781,66.34270799687302,4.2128644
52.478079028412495,58.878746215239254,4.3358145
23.482455582360476,59.23197152420271,4.4079986
73.02213088188175,63.505003588919166,4.4339333
21.484314352288017,68.13013073330919,4.4439874
59.28452023934915,61.10882789355552,4.4589205
46.38494302170412,56.7060289454936,4.4813848
56.50969325226341,63.344987620350096,4.4914093
30.488241832986596,70.90697047592157,4.565197
57.58987820724574,71.3320796371637,4.575176
37.26617856169214,67.40241597303176,4.6340737
13.266856595321226,61.124725084691256,4.6359124
49.99708098036551,65.65222617297296,4.6590376
75.08638114180661,81.19421908422336,4.6715593
19.55779304162413,57.80316285738621,4.701408
57.374934024652454,80.32252651264417,4.711544
46.53180913962083,79.41858143372502,4.726453
20.020472791574196,58.231607764923005,4.736113
65.44904635686102,60.73511703713851,4.7719235
47.98468873679841,74.39327247701216,4.8134665
61.11314961992613,59.15551363797133,4.8538966
39.50804919468595,72.81832240227384,4.926409
59.35608929998724,63.07229235302788,4.9333005
29.000302139750204,68.68519414012788,4.938846
19.049567800099847,71.74384831639996,4.952493
80.6378397862045,79.23187117015195,4.9560766
31.381240108078664,76.11496874248665,4.9698467
55.67805194433253,59.969400102804954,5.0030713
24.628647617442248,73.03997759097248,5.026896
65.16772282540082,65.14042154048151,5.0496335
35.589314692312705,55.84564535570569,5.057103
23.357162956458243,58.32731122587744,5.076425
66.76255604126176,80.82407236611506,5.098255
24.531552132767807,57.977603478508314,5.1020503
12.682034097380217,64.247504199429,5.160959
25.733785655829156,70.62246295889106,5.1695166
31.283341896559243,77.28105687418844,5.1718464
353.7460805864376,71.64204123766595,5.173991
12.81824376728299,61.80548436216646,5.1906443
39.40075741662563,65.74529687500144,5.212021
61.5133542544675,68.6799850011742,5.236513
67.49964854809437,83.34083355855206,5.24088
44.102667717198436,64.3324436056366,5.246683
52.58089003048497,71.86390057084844,5.2489614
72.80558007151767,68.16877633684513,5.2671757
29.908855528691593,64.62152867390228,5.270163
0.965272428040847,66.71215322291071,5.30059
62.51136636771531,80.69863561739581,5.312837
17.664275586218427,68.77850360429089,5.3185983
57.30753795708344,70.87077272777172,5.384936
11.942148865245152,74.84753623930212,5.3893676
1.1760164913219344,67.16654988154056,5.396713
50.083664483025785,77.73446502837633,5.3973985
34.50003772193267,57.89984601692948,5.399425
78.09358448994578,73.94655706560378,5.403789
26.94267663257596,63.85140778824967,5.4103966
75.58275331974677,74.26954822207388,5.416303
43.98852509731438,61.52127542822864,5.4685206
32.169069954162865,58.42359984629357,5.476785
30.75077265273442,64.3900082211575,5.480928
41.94905439572068,81.44816218743921,5.485071
84.93199619329634,75.04399213462806,5.495653
48.94986322883467,57.14061875687593,5.5315356
67.05509226579845,83.80784454080951,5.538429
10.514136352148116,66.1475576422023,5.5424232
25.586159810198804,68.04298500272667,5.545116
17.856959709416582,64.20259345453005,5.5467505
27.82050730757068,64.85494490552183,5.546991
76.05355718441234,73.76382676647339,5.548585
17.922754399388737,65.01879816789534,5.5537515
13.723779431685141,83.70733017948876,5.5708904
12.04005046603528,72.67454633367866,5.584106
18.072416959434452,79.67394179452158,5.5847673
0.6504657189348808,66.0989627384363,5.585219
38.629301489740634,76.71792198823051,5.590299
81.24744325481572,73.70718887269712,5.621832
11.412556412901912,74.98796866670729,5.630169
64.43308122237333,62.34662752537456,5.669999
64.22321164298228,61.849899346026206,5.670231
34.51899138050382,57.5163161082762,5.674918
16.08030064024787,61.58007322585319,5.692847
22.809118522187866,70.26426647098779,5.696995
30.737535034425786,77.91623861273635,5.703299
56.504867076409795,67.20109687137528,5.7087336
42.99483489071468,68.8884657149681,5.731104
55.45077760895177,62.648428776586236,5.7357125
40.7620968624237,55.10592188825788,5.736586
354.8379071218525,74.00262970902597,5.752431
48.57175963402927,74.24303294541919,5.7610884
25.832437982088717,60.55127983307945,5.76202
29.132032648127876,70.20378671458117,5.774379
63.43689522448073,72.12599965420081,5.780776
57.40232630366651,63.296685686501036,5.782506
58.43108707768176,57.9747404420207,5.792563
79.55513908006292,73.26797189084391,5.8054204
46.41750134864312,56.06886409544544,5.8165536
15.904173822046792,61.07481337752894,5.841658
33.62119135053469,66.52441407667655,5.8437843
46.829029344710584,64.05762960628883,5.8674283
13.34314616570151,69.95614722633496,5.8801327
42.378075413919476,57.08431286240424,5.88588
68.37827863742162,72.52820286876565,5.89424
47.92646891412149,81.47071246830942,5.897759
72.21049053129624,75.9406249877694,5.898362
69.10056513484085,64.26156415602523,5.903902
67.46657769585734,69.37815899793154,5.907752
41.20727616113533,67.82448892388781,5.9381804
20.94490283947527,78.7260751228032,5.9414783
354.79250880607066,75.29294331380395,5.943437
7.736218600764686,77.01925183680748,5.956759
44.95301250796616,57.66323651445162,5.9605613
14.62991401446846,66.35173619401951,5.9624877
14.195950792545961,60.3628186209266,5.967921
62.364841150466,59.90806041160374,5.967968
35.528722285672714,56.604131417963856,5.970163
46.896003798403754,75.8037010995096,5.983146
30.71851036456053,64.90140922037166,5.989309
17.299954900424268,80.01140847988344,5.989373
29.638612701183973,61.697741892816765,5.9925547
54.85442478472623,75.73965940744888,5.993393
35.965586854473585,55.36485100844179,6.000012
63.21555170842173,68.50118735832723,6.00226
15.904650637143444,58.909153527953144,6.0087023
33.338874544346154,74.02755614241035,6.019584
8.904885800947882,67.92596084644681,6.0199738
48.78132631689635,73.86801083856723,6.026782
32.35443348412721,81.29597311707957,6.0276437
358.11138892073694,75.54465568935427,6.0537324
57.66170969271155,63.7071160647555,6.0577674
20.08041846080361,77.57109031961123,6.070972
75.71091651817629,66.82148082175372,6.0787735
30.160067063149956,75.95277580409032,6.0882444
50.87915302508174,82.14980002994099,6.0887265
3.5113120375388376,76.02699837792406,6.1123095
44.123978210742,62.60958026582093,6.1169815
28.92860196552894,81.95890138279506,6.1175413
61.66206456695796,65.52068527037717,6.12382
77.69250151778414,68.6704364719612,6.12659
77.40378114496568,69.63912685218963,6.1289577
37.86233905206576,58.02475749209194,6.1323824
22.717990360089964,66.09804453181366,6.134582
36.31678066463081,56.609815419248825,6.149098
7.855332517300006,66.51959925117343,6.1575775
80.16943297012023,66.74698507629994,6.162518
24.446643465327288,64.73935555277775,6.16359
64.46554874482966,80.53583342616989,6.1640244
19.12734408965831,79.91027726502516,6.165589
50.886711195561496,58.721946307402504,6.1696978
30.793107248083547,73.85057696008462,6.1762204
65.74176628091091,59.61598594535968,6.177563
59.15099952383055,74.08008037662243,6.1830106
21.907078946597647,66.0769716438197,6.1830196
11.260111057047272,62.52860127945294,6.1836433
38.494440405552936,71.29396993626402,6.189669
14.332257226680065,61.42182520924466,6.1904697
34.17412043177872,67.28389425060874,6.206679
34.192324084237555,83.56123178898144,6.2132564
43.86818108301281,73.37106878237847,6.216652
22.444537340740492,65.17106662230529,6.2171097
39.36395654795163,83.83460927764862,6.2217646
26.19252847068817,57.08924695818594,6.2286763
42.23132726184537,69.63445586417129,6.229358
35.48097631632931,57.24291124391237,6.234268
48.13320307900704,56.14905167212354,6.2343326
61.795335781156034,74.00007080649009,6.239209
59.12521262629709,71.82158712819592,6.240151
9.942891569444338,82.49410768517869,6.244327
33.42337033163457,58.560581498148466,6.2482247
59.511095788066164,72.7245691844519,6.2512813
53.421878748496844,57.86888696829023,6.2558546
28.5844199592141,69.18213344070195,6.2626257
54.582444010120966,56.93256467783011,6.2650895
77.4352607734167,64.91867920434156,6.2660894
33.98080916467929,63.236290273881856,6.272554
25.8402810863295,59.63253287399202,6.27331
47.85554571506116,57.90310863426744,6.278973
32.87163383750768,57.64554234364665,6.2792935
76.1653770697353,74.06689675196647,6.2826157
30.496109408628847,61.90499166294411,6.288867
57.92425912945411,68.50739469072074,6.2906623
11.662540290505609,69.3254782894958,6.2944994
25.743024531210345,61.421032632622946,6.295097
5.426401837794409,67.82299768960564,6.297107
44.493839225323036,64.41918861500578,6.2996774
14.231241882342088,68.77551030560892,6.300178
26.075236100818294,57.536553271663266,6.3017683
20.497506158285464,76.23866368671452,6.307611
20.272557487648427,64.65802914556106,6.3175707
30.66567064354231,71.29795118812932,6.318737
16.181945581643028,74.83460425925786,6.3210354
21.443122328852215,70.97982930448866,6.3311176
25.573868326795072,58.62770483743471,6.3329706
41.790317118737676,60.5707678365038,6.3342814
25.95141734959857,74.60442826762092,6.3380356
80.15916743504351,71.71463756205512,6.3416977
72.65166179523202,70.94143308141938,6.3446627
23.633921284293073,68.94864548479532,6.3501935
71.50385434594116,76.61044248945575,6.3519416
0.22007469012400066,66.84808840089345,6.3624363
22.576399957155115,59.78208800290012,6.3792915
29.47056615619414,75.33596121481297,6.3800044
23.702199401735747,65.7977070399695,6.38102
15.130221854744931,70.98296385805381,6.38864
34.21547936698149,57.055240078668184,6.3937573
84.46735530442413,71.65417366671066,6.3991776
8.33064487551762,70.98185035406647,6.3996086
9.997910165996863,76.87106291181207,6.4023056
28.673230575844023,78.19630737181933,6.4034705
48.93825544492501,80.13009080752857,6.408786
52.54573505688139,59.365737002684675,6.4099298
78.64784589580138,76.47273415399877,6.41571
59.045804226361696,59.64269747367471,6.4171324
58.00043534812561,60.33663802867471,6.4184837
54.43393175496733,56.739384405330995,6.420377
24.965245800872314,60.902292194715564,6.4206123
17.714326674484234,67.78019991013332,6.4224305
81.54522346035596,78.41458774704176,6.424719
56.2798191582497,74.54265208689749,6.425083
54.88589247657759,59.44546039094271,6.4272194
47.22574461999023,62.38459422868277,6.432255
53.384320788854886,58.765044834678186,6.4323673
57.332567268353976,57.11816213751911,6.440273
42.94089784919393,58.31428552529226,6.4410605
23.851096350123548,63.08194310791683,6.4421053
50.263961120700095,73.69907917528944,6.445737
34.76854664649321,57.1354937519504,6.446982
32.288730556016894,71.55094419496288,6.4476395
43.898604540834334,74.31302330394104,6.4516215
38.49434230430819,59.21202707402263,6.452192
23.10316153860343,68.40865284996042,6.4603395
33.207469974364564,79.69162280580811,6.461599
357.99562465415266,77.59896340589815,6.461778
8.604089659592852,66.75033590302702,6.4659452
26.82492961897826,58.02118743446783,6.4670362
31.266466778466278,55.62207405193597,6.4693007
74.38181548312023,65.27813192255391,6.4697742
42.30974696039747,57.03319663178916,6.473364
29.70780813355558,73.15212922447932,6.474594
47.75255460884367,64.89619574446276,6.477359
71.602619127439,64.81005508937544,6.478131
0.41561939610789383,73.61179261962806,6.480009
46.04692580019409,61.702747952450125,6.483679
39.60591506083003,57.04616000920479,6.486851
16.59606347347954,62.76124782034932,6.489542
28.734889656582343,56.58247595276382,6.4902854
18.29133184987092,61.706158989554375,6.501044
16.968204599162064,62.65323400926605,6.5031652
82.35726841452374,77.97744770382882,6.5074277
47.108435298264396,57.01243950328008,6.507787
34.808086959826475,57.16922597897734,6.514051
31.166840663956254,65.103383293386,6.5196004
6.781343092817034,80.05213455378771,6.5233927
19.6922474609835,72.40138845066996,6.52435
11.012261047093071,70.82332636648593,6.5256066
29.91373655528189,60.0077223631652,6.53108
69.08643586463198,61.36233835785797,6.536469
28.50204111011288,60.15312015969019,6.544531
35.445668369249866,78.25385754276171,6.546894
24.34287810814652,74.3009412891787,6.548519
